Region	Chromosome	Start	End	Genes	Max_Fst	Max_Zscore	Max_position
278	NC_009175.3	105742000	105758000	['INTERGENIC_REGION']	0.75578445	3.8434121843783977	105751000
279	NC_009175.3	105763000	105763000	['INTERGENIC_REGION']	0.72424909	3.509641891394114	105763000
280	NC_009175.3	106493000	106494000	['INTERGENIC_REGION']	0.72692321	3.5379447810987226	106494000
281	NC_009175.3	106568000	106568000	['INTERGENIC_REGION']	0.72422387	3.509374962879929	106568000
282	NC_009175.3	106571000	106571000	['INTERGENIC_REGION']	0.72554742	3.523383417873922	106571000
283	NC_009175.3	106574000	106611000	['INTERGENIC_REGION']	0.76799937	3.9726949142149866	106587000
284	NC_009175.3	106622000	106626000	['INTERGENIC_REGION']	0.73094331	3.5804935249477263	106625000
285	NC_009175.3	106644000	106649000	['INTERGENIC_REGION']	0.7293969	3.5641263194116606	106647000
286	NC_009175.3	106759000	106763000	['INTERGENIC_REGION']	0.72853689	3.5550239724059685	106760000
287	NC_009175.3	106769000	106770000	['INTERGENIC_REGION']	0.72683095	3.536968301133669	106770000
288	NC_009175.3	107835000	107890000	['INTERGENIC_REGION']	0.81616775	4.482509113424328	107878000
289	NC_009175.3	112880000	112933000	['INTERGENIC_REGION', 'RBMX']	0.80187552	4.33124013173207	112915000
290	NC_009175.3	113057000	113060000	['INTERGENIC_REGION']	0.7326523	3.59858147742416	113058000
291	NC_009175.3	113068000	113081000	['INTERGENIC_REGION']	0.7571599	3.857969949042737	113077000
292	NC_009175.3	113094000	113094000	['INTERGENIC_REGION']	0.72352718	3.5020011949756085	113094000
293	NC_009175.3	113096000	113097000	['INTERGENIC_REGION']	0.73541998	3.6278746062955824	113097000
294	NC_009175.3	113100000	113100000	['INTERGENIC_REGION']	0.72654565	3.5339486855469624	113100000
295	NC_009175.3	113107000	113171000	['INTERGENIC_REGION']	0.91013748	5.477084863114647	113134000
296	NC_009175.3	116714000	116771000	['INTERGENIC_REGION']	0.82547007	4.580964880913063	116737000
297	NC_009175.3	117094000	117153000	['INTERGENIC_REGION']	0.79817622	4.292086735517891	117105000
298	NC_009175.3	117160000	117160000	['INTERGENIC_REGION']	0.72448184	3.5121053177095924	117160000
299	NC_009175.3	117240000	117290000	['INTERGENIC_REGION']	0.77293632	4.024947599706725	117261000
300	NC_009175.3	118202000	118236000	['INTERGENIC_REGION', 'SLITRK4']	0.77408714	4.037127880146594	118216000
301	NC_009175.3	118674000	118678000	['INTERGENIC_REGION']	0.72672618	3.53585941531166	118678000
302	NC_009175.3	118680000	118683000	['INTERGENIC_REGION']	0.72716613	3.5405158467079847	118683000
303	NC_009175.3	119493000	119521000	['INTERGENIC_REGION']	0.81904252	4.512935683000906	119497000
304	NC_009175.3	120517000	120608000	['INTERGENIC_REGION']	0.81711182	4.49250115158396	120559000
305	NC_009175.3	120610000	120660000	['INTERGENIC_REGION']	0.75711125	3.857455037376795	120617000
306	NC_009175.3	121178000	121179000	['INTERGENIC_REGION']	0.72645563	3.532995913744946	121179000
307	NC_009175.3	121696000	121702000	['INTERGENIC_REGION']	0.73122983	3.583526053016086	121700000
308	NC_009175.3	122273000	122274000	['INTERGENIC_REGION']	0.73375413	3.610243247637624	122273000
309	NC_009175.3	122277000	122279000	['INTERGENIC_REGION']	0.72973639	3.5677194820318188	122279000
310	NC_009175.3	122282000	122282000	['INTERGENIC_REGION']	0.72363691	3.50316257744434	122282000
311	NC_009175.3	122284000	122294000	['INTERGENIC_REGION']	0.73646238	3.638907369308493	122293000
312	NC_009175.3	123185000	123244000	['LOC106781395']	0.84327498	4.769412072486547	123198000
313	NC_009175.3	124055000	124058000	['INTERGENIC_REGION']	0.74457832	3.7248064892691617	124057000
314	NC_009175.3	125142000	125142000	['INTERGENIC_REGION']	0.72349401	3.501650123650648	125142000
315	NC_009175.3	125239000	125264000	['INTERGENIC_REGION']	0.8268228	4.595282177066609	125263000
316	NW_019642152.1	130000	132000	['INTERGENIC_REGION']	0.74896212	3.7712046344111383	130000
317	NW_019642152.1	134000	145000	['INTERGENIC_REGION']	0.73993102	3.675619459770026	137000
318	NW_019642152.1	166000	167000	['INTERGENIC_REGION']	0.72699505	3.538705135756097	167000
319	NW_019642463.1	25000	29000	['INTERGENIC_REGION']	0.77296108	4.025209659580286	25000
322	NW_019642573.1	25000	25000	['INTERGENIC_REGION']	0.72846531	3.5542663695889463	25000
323	NW_019642610.1	42000	44000	['INTERGENIC_REGION']	0.72672854	3.5358843935548587	43000
324	NW_019642610.1	51000	51000	['LOC111771820']	0.73053071	3.5761265659884716	51000
325	NW_019642627.1	63000	70000	['LOC111771820']	0.73569029	3.630735567701972	64000
326	NW_019642627.1	72000	72000	['LOC111771820']	0.72853954	3.55505202000956	72000
327	NW_019642627.1	74000	96000	['LOC111771820', 'INTERGENIC_REGION', 'LOC111771819']	0.75176376	3.800857195968594	88000
328	NW_019642627.1	148000	162000	['LOC111771818']	0.7563855	3.8497736983930846	151000
329	NW_019642627.1	164000	164000	['LOC111771818']	0.72696276	3.5383633783523303	164000
330	NW_019642627.1	168000	170000	['LOC111771818']	0.72802152	3.549569295627415	168000
333	NW_019642859.1	72000	73000	['LOC111771840']	0.75195871	3.8029205470328367	73000
336	NW_019643057.1	323000	362000	['INTERGENIC_REGION', 'TOX3']	0.78354053	4.137182572720095	348000
340	NW_019643708.1	25000	29000	['INTERGENIC_REGION']	0.73846267	3.660078441379766	26000
342	NW_019643879.1	25000	25000	['LOC111772178']	0.80638668	4.3789862552866765	25000
343	NW_019644910.1	63000	68000	['LOC111772178']	0.7370409	3.6450304257726422	67000
344	NW_019644910.1	92000	103000	['LOC111772177']	0.75155938	3.7986940377715688	95000
345	NW_019644910.1	109000	109000	['INTERGENIC_REGION']	0.72587936	3.526896671283846	109000
346	NW_019645224.1	53000	63000	['INTERGENIC_REGION']	0.77935731	4.0929073665699915	63000
347	NW_019645570.1	324000	364000	['INTERGENIC_REGION', 'LOC111772249']	0.79453058	4.253501276816446	347000
349	NW_019645823.1	25000	25000	['INTERGENIC_REGION']	0.73183526	3.5899339249567106	25000
350	NW_019645856.1	25000	69000	['INTERGENIC_REGION']	0.77464407	4.043022428021478	51000
351	NW_019645972.1	105000	231000	['LOC111772305', 'INTERGENIC_REGION', 'LOC111772307', 'LOC111772308']	0.78919623	4.197042509186057	185000
352	NW_019645972.1	233000	234000	['LOC111772308']	0.72972034	3.5675496088100638	233000
353	NW_019645972.1	241000	250000	['LOC111772308']	0.7570652	3.856967644114377	250000
354	NW_019646023.1	65000	112000	['INTERGENIC_REGION']	0.80036419	4.315244212963553	92000
355	NW_019646180.1	25000	25000	['INTERGENIC_REGION']	0.73984616	3.674721301415004	25000
356	NW_019646212.1	198000	208000	['INTERGENIC_REGION']	0.75396761	3.82418274735578	204000
357	NW_019646212.1	210000	250000	['INTERGENIC_REGION']	0.79139193	4.220281800962193	239000
358	NW_019646212.1	255000	262000	['INTERGENIC_REGION']	0.7402711	3.679218866950984	260000
